,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
0,0.709,0.867,10,-5.122,0,0.0424,0.109,0.000611,0.153,0.3,151.966,audio_features,6Rv8Ltr2MuAIM3LHF4L8qs,spotify:track:6Rv8Ltr2MuAIM3LHF4L8qs,https://api.spotify.com/v1/tracks/6Rv8Ltr2MuAIM3LHF4L8qs,https://api.spotify.com/v1/audio-analysis/6Rv8Ltr2MuAIM3LHF4L8qs,219470,4
1,0.637,0.596,1,-6.864,1,0.127,0.484,0,0.102,0.291,74.635,audio_features,5hCJIUsAqjKFlvKrvCcUIb,spotify:track:5hCJIUsAqjKFlvKrvCcUIb,https://api.spotify.com/v1/tracks/5hCJIUsAqjKFlvKrvCcUIb,https://api.spotify.com/v1/audio-analysis/5hCJIUsAqjKFlvKrvCcUIb,354072,4
2,0.744,0.572,3,-9.542,0,0.268,0.152,0,0.0949,0.535,156.071,audio_features,6TKDFOO6Rv6VuB9PxcXQO3,spotify:track:6TKDFOO6Rv6VuB9PxcXQO3,https://api.spotify.com/v1/tracks/6TKDFOO6Rv6VuB9PxcXQO3,https://api.spotify.com/v1/audio-analysis/6TKDFOO6Rv6VuB9PxcXQO3,197329,4
3,0.657,0.746,1,-6.277,1,0.0464,0.0175,0,0.107,0.467,136.887,audio_features,2tzAN1L07SNwnOdgOEeuQr,spotify:track:2tzAN1L07SNwnOdgOEeuQr,https://api.spotify.com/v1/tracks/2tzAN1L07SNwnOdgOEeuQr,https://api.spotify.com/v1/audio-analysis/2tzAN1L07SNwnOdgOEeuQr,341574,4
4,0.8,0.529,9,-9.17,1,0.0614,0.661,0,0.0856,0.602,128.051,audio_features,7AfHth66ZDGTEbRkhbt73I,spotify:track:7AfHth66ZDGTEbRkhbt73I,https://api.spotify.com/v1/tracks/7AfHth66ZDGTEbRkhbt73I,https://api.spotify.com/v1/audio-analysis/7AfHth66ZDGTEbRkhbt73I,240179,4
5,0.705,0.651,11,-7.11,1,0.066,0.12,0,0.297,0.701,157.963,audio_features,1CLBLpfBGZ7zk3J9X1SVQt,spotify:track:1CLBLpfBGZ7zk3J9X1SVQt,https://api.spotify.com/v1/tracks/1CLBLpfBGZ7zk3J9X1SVQt,https://api.spotify.com/v1/audio-analysis/1CLBLpfBGZ7zk3J9X1SVQt,209628,4
6,0.617,0.719,11,-8.187,1,0.0527,0.509,3.43E-06,0.134,0.716,89.961,audio_features,2gPM7xwPfVoKPAytyhMToC,spotify:track:2gPM7xwPfVoKPAytyhMToC,https://api.spotify.com/v1/tracks/2gPM7xwPfVoKPAytyhMToC,https://api.spotify.com/v1/audio-analysis/2gPM7xwPfVoKPAytyhMToC,261401,4
7,0.618,0.718,4,-6.639,0,0.349,0.158,0,0.106,0.559,77.55,audio_features,1UPVx1JTMLXSjQHVh0oHpW,spotify:track:1UPVx1JTMLXSjQHVh0oHpW,https://api.spotify.com/v1/tracks/1UPVx1JTMLXSjQHVh0oHpW,https://api.spotify.com/v1/audio-analysis/1UPVx1JTMLXSjQHVh0oHpW,219877,4
8,0.847,0.579,6,-9.778,0,0.133,0.0489,0,0.0744,0.533,111.98,audio_features,2JoAaNAys6UqojZxcrjUpm,spotify:track:2JoAaNAys6UqojZxcrjUpm,https://api.spotify.com/v1/tracks/2JoAaNAys6UqojZxcrjUpm,https://api.spotify.com/v1/audio-analysis/2JoAaNAys6UqojZxcrjUpm,215000,4
9,0.671,0.632,7,-9.04,1,0.0576,0.0762,0,0.429,0.385,146.038,audio_features,3pgtxJkZQjS3JweFaNmIxZ,spotify:track:3pgtxJkZQjS3JweFaNmIxZ,https://api.spotify.com/v1/tracks/3pgtxJkZQjS3JweFaNmIxZ,https://api.spotify.com/v1/audio-analysis/3pgtxJkZQjS3JweFaNmIxZ,263014,4
10,0.491,0.314,10,-8.58,1,0.0301,0.776,4.76E-06,0.152,0.295,126.921,audio_features,3WUEs51GpcvlgU7lehLgLh,spotify:track:3WUEs51GpcvlgU7lehLgLh,https://api.spotify.com/v1/tracks/3WUEs51GpcvlgU7lehLgLh,https://api.spotify.com/v1/audio-analysis/3WUEs51GpcvlgU7lehLgLh,318814,4
11,0.311,0.342,2,-8.889,1,0.032,0.432,1.93E-06,0.114,0.274,177.158,audio_features,3PgjBOoA5OytNGkglObpOd,spotify:track:3PgjBOoA5OytNGkglObpOd,https://api.spotify.com/v1/tracks/3PgjBOoA5OytNGkglObpOd,https://api.spotify.com/v1/audio-analysis/3PgjBOoA5OytNGkglObpOd,288189,4
12,0.475,0.424,11,-8.39,1,0.0295,0.582,0,0.234,0.224,140.903,audio_features,4rG3h1QwgjSSWz8EIjCFrm,spotify:track:4rG3h1QwgjSSWz8EIjCFrm,https://api.spotify.com/v1/tracks/4rG3h1QwgjSSWz8EIjCFrm,https://api.spotify.com/v1/audio-analysis/4rG3h1QwgjSSWz8EIjCFrm,313952,4
13,0.669,0.42,2,-8.464,1,0.0253,0.506,0,0.404,0.523,95.049,audio_features,5l9g7py8RCblcvbZgGQgSd,spotify:track:5l9g7py8RCblcvbZgGQgSd,https://api.spotify.com/v1/tracks/5l9g7py8RCblcvbZgGQgSd,https://api.spotify.com/v1/audio-analysis/5l9g7py8RCblcvbZgGQgSd,227370,4
14,0.447,0.16,6,-10.896,1,0.0372,0.913,0,0.0891,0.205,118.313,audio_features,6wdCelHrPh7UfliNjwRTUv,spotify:track:6wdCelHrPh7UfliNjwRTUv,https://api.spotify.com/v1/tracks/6wdCelHrPh7UfliNjwRTUv,https://api.spotify.com/v1/audio-analysis/6wdCelHrPh7UfliNjwRTUv,310709,3
15,0.624,0.596,4,-9.288,1,0.0308,0.107,0,0.357,0.75,113.204,audio_features,5d9Rka4T0szdC1MobhtXrV,spotify:track:5d9Rka4T0szdC1MobhtXrV,https://api.spotify.com/v1/tracks/5d9Rka4T0szdC1MobhtXrV,https://api.spotify.com/v1/audio-analysis/5d9Rka4T0szdC1MobhtXrV,312234,4
16,0.572,0.522,2,-9.095,1,0.0367,0.113,4.91E-05,0.114,0.498,74.05,audio_features,1yDiru08Q6omDOGkZMPnei,spotify:track:1yDiru08Q6omDOGkZMPnei,https://api.spotify.com/v1/tracks/1yDiru08Q6omDOGkZMPnei,https://api.spotify.com/v1/audio-analysis/1yDiru08Q6omDOGkZMPnei,217197,4
17,0.555,0.457,4,-10.712,1,0.0488,0.7,2.32E-05,0.172,0.345,86.63,audio_features,6t4CmQGucLORsKZF4M6NNC,spotify:track:6t4CmQGucLORsKZF4M6NNC,https://api.spotify.com/v1/tracks/6t4CmQGucLORsKZF4M6NNC,https://api.spotify.com/v1/audio-analysis/6t4CmQGucLORsKZF4M6NNC,209783,4
18,0.386,0.657,7,-5.125,1,0.0316,0.292,1.05E-05,0.393,0.401,179.998,audio_features,3X9c4tBzSdGhlO4Fx3WYgW,spotify:track:3X9c4tBzSdGhlO4Fx3WYgW,https://api.spotify.com/v1/tracks/3X9c4tBzSdGhlO4Fx3WYgW,https://api.spotify.com/v1/audio-analysis/3X9c4tBzSdGhlO4Fx3WYgW,171527,4
19,0.427,0.301,0,-7.845,0,0.0308,0.673,0,0.232,0.163,117.241,audio_features,6YjKd9oPXKqjLUVPo4Y0oi,spotify:track:6YjKd9oPXKqjLUVPo4Y0oi,https://api.spotify.com/v1/tracks/6YjKd9oPXKqjLUVPo4Y0oi,https://api.spotify.com/v1/audio-analysis/6YjKd9oPXKqjLUVPo4Y0oi,273363,3
20,0.515,0.65,1,-7.798,0,0.093,0.168,0,0.33,0.695,157.866,audio_features,2e7iqtA42EPXTtiiAlblC1,spotify:track:2e7iqtA42EPXTtiiAlblC1,https://api.spotify.com/v1/tracks/2e7iqtA42EPXTtiiAlblC1,https://api.spotify.com/v1/audio-analysis/2e7iqtA42EPXTtiiAlblC1,229712,4
21,0.541,0.393,1,-8.133,1,0.0351,0.601,0,0.0798,0.201,140.133,audio_features,59L27mlziC9IxqrvThBTMs,spotify:track:59L27mlziC9IxqrvThBTMs,https://api.spotify.com/v1/tracks/59L27mlziC9IxqrvThBTMs,https://api.spotify.com/v1/audio-analysis/59L27mlziC9IxqrvThBTMs,263720,4
22,0.373,0.245,5,-12.45,1,0.0354,0.766,0.000365,0.0768,0.174,127.067,audio_features,1OfrAWBcGEsKKUSdMnfs0A,spotify:track:1OfrAWBcGEsKKUSdMnfs0A,https://api.spotify.com/v1/tracks/1OfrAWBcGEsKKUSdMnfs0A,https://api.spotify.com/v1/audio-analysis/1OfrAWBcGEsKKUSdMnfs0A,282491,4
23,0.552,0.279,5,-10.926,1,0.0307,0.876,5.41E-05,0.0945,0.369,124.08,audio_features,143x7pgmHXYdHhTJUoeoma,spotify:track:143x7pgmHXYdHhTJUoeoma,https://api.spotify.com/v1/tracks/143x7pgmHXYdHhTJUoeoma,https://api.spotify.com/v1/audio-analysis/143x7pgmHXYdHhTJUoeoma,268066,3
24,0.309,0.384,7,-9.825,1,0.0336,0.734,1.33E-05,0.0758,0.167,148.033,audio_features,2MU7C3czJUhO7KJ2yumoB1,spotify:track:2MU7C3czJUhO7KJ2yumoB1,https://api.spotify.com/v1/tracks/2MU7C3czJUhO7KJ2yumoB1,https://api.spotify.com/v1/audio-analysis/2MU7C3czJUhO7KJ2yumoB1,303840,4
25,0.59,0.341,5,-10.891,0,0.0277,0.507,3.52E-06,0.354,0.359,74.936,audio_features,4SDTqAJrJANgAatAVakCPI,spotify:track:4SDTqAJrJANgAatAVakCPI,https://api.spotify.com/v1/tracks/4SDTqAJrJANgAatAVakCPI,https://api.spotify.com/v1/audio-analysis/4SDTqAJrJANgAatAVakCPI,226728,4
26,0.574,0.121,8,-8.206,1,0.0344,0.862,0,0.0788,0.292,135.034,audio_features,6pA9QdHAzg1cyG6I7xI7Ez,spotify:track:6pA9QdHAzg1cyG6I7xI7Ez,https://api.spotify.com/v1/tracks/6pA9QdHAzg1cyG6I7xI7Ez,https://api.spotify.com/v1/audio-analysis/6pA9QdHAzg1cyG6I7xI7Ez,260240,4
27,0.438,0.355,4,-7.346,1,0.0289,0.883,0.00179,0.322,0.372,135.472,audio_features,620KwLWGaWuYQgpngj0U8N,spotify:track:620KwLWGaWuYQgpngj0U8N,https://api.spotify.com/v1/tracks/620KwLWGaWuYQgpngj0U8N,https://api.spotify.com/v1/audio-analysis/620KwLWGaWuYQgpngj0U8N,269877,4
28,0.355,0.399,7,-8.091,1,0.0266,0.3,3.21E-06,0.088,0.2,69.448,audio_features,3HQirj18HMpG93YJBHGBl1,spotify:track:3HQirj18HMpG93YJBHGBl1,https://api.spotify.com/v1/tracks/3HQirj18HMpG93YJBHGBl1,https://api.spotify.com/v1/audio-analysis/3HQirj18HMpG93YJBHGBl1,243612,4
29,0.785,0.317,3,-8.138,0,0.0379,0.851,0,0.104,0.783,132.729,audio_features,2vcDl2SLudnltyDEos3v6E,spotify:track:2vcDl2SLudnltyDEos3v6E,https://api.spotify.com/v1/tracks/2vcDl2SLudnltyDEos3v6E,https://api.spotify.com/v1/audio-analysis/2vcDl2SLudnltyDEos3v6E,157780,4
30,0.835,0.779,5,-6.239,1,0.142,0.0394,3.64E-06,0.338,0.692,83.991,audio_features,2nxi7UTpkG1EPu9cW9miWw,spotify:track:2nxi7UTpkG1EPu9cW9miWw,https://api.spotify.com/v1/tracks/2nxi7UTpkG1EPu9cW9miWw,https://api.spotify.com/v1/audio-analysis/2nxi7UTpkG1EPu9cW9miWw,177177,4
31,0.839,0.513,0,-11.135,1,0.107,0.0946,9.30E-06,0.0778,0.659,99.968,audio_features,36g22J7pBvXozaLUumgefE,spotify:track:36g22J7pBvXozaLUumgefE,https://api.spotify.com/v1/tracks/36g22J7pBvXozaLUumgefE,https://api.spotify.com/v1/audio-analysis/36g22J7pBvXozaLUumgefE,252185,4
32,0.975,0.693,4,-5.973,1,0.106,0.0463,1.25E-06,0.067,0.939,107.002,audio_features,1fRLcqxVwpzpua8E6Se2sN,spotify:track:1fRLcqxVwpzpua8E6Se2sN,https://api.spotify.com/v1/tracks/1fRLcqxVwpzpua8E6Se2sN,https://api.spotify.com/v1/audio-analysis/1fRLcqxVwpzpua8E6Se2sN,190660,4
33,0.865,0.681,10,-5.714,0,0.174,0.086,3.98E-06,0.101,0.576,76.999,audio_features,52ctyXOm7J3niFI1T0Spul,spotify:track:52ctyXOm7J3niFI1T0Spul,https://api.spotify.com/v1/tracks/52ctyXOm7J3niFI1T0Spul,https://api.spotify.com/v1/audio-analysis/52ctyXOm7J3niFI1T0Spul,264231,4
34,0.819,0.642,1,-5.924,1,0.198,0.0544,2.79E-06,0.0794,0.246,144.109,audio_features,2QOBpiFGgWbmMUyqMGRf4P,spotify:track:2QOBpiFGgWbmMUyqMGRf4P,https://api.spotify.com/v1/tracks/2QOBpiFGgWbmMUyqMGRf4P,https://api.spotify.com/v1/audio-analysis/2QOBpiFGgWbmMUyqMGRf4P,174041,4
35,0.828,0.679,7,-7.334,1,0.141,0.0522,1.57E-05,0.104,0.386,138.006,audio_features,5Z3MIyfG6w36UvUtY7usEt,spotify:track:5Z3MIyfG6w36UvUtY7usEt,https://api.spotify.com/v1/tracks/5Z3MIyfG6w36UvUtY7usEt,https://api.spotify.com/v1/audio-analysis/5Z3MIyfG6w36UvUtY7usEt,161795,4
36,0.906,0.469,1,-8.064,1,0.0595,0.0525,0.00549,0.12,0.355,102.015,audio_features,79dh1zcu4V4v6DECDAvKiV,spotify:track:79dh1zcu4V4v6DECDAvKiV,https://api.spotify.com/v1/tracks/79dh1zcu4V4v6DECDAvKiV,https://api.spotify.com/v1/audio-analysis/79dh1zcu4V4v6DECDAvKiV,174441,4
37,0.949,0.56,10,-10.528,0,0.159,0.00939,3.86E-05,0.36,0.292,115.009,audio_features,36neWsvdhIpzUJ7Xh84Fao,spotify:track:36neWsvdhIpzUJ7Xh84Fao,https://api.spotify.com/v1/tracks/36neWsvdhIpzUJ7Xh84Fao,https://api.spotify.com/v1/audio-analysis/36neWsvdhIpzUJ7Xh84Fao,241174,4
38,0.829,0.549,10,-8.807,0,0.194,0.587,0.000682,0.116,0.321,101.999,audio_features,25iZ5TJIB7Aapc9jl3dSAA,spotify:track:25iZ5TJIB7Aapc9jl3dSAA,https://api.spotify.com/v1/tracks/25iZ5TJIB7Aapc9jl3dSAA,https://api.spotify.com/v1/audio-analysis/25iZ5TJIB7Aapc9jl3dSAA,208475,4
39,0.849,0.337,1,-12.935,1,0.148,0.221,9.33E-05,0.102,0.289,101.973,audio_features,4k5WrrYVEj9Juq8zeAWkWJ,spotify:track:4k5WrrYVEj9Juq8zeAWkWJ,https://api.spotify.com/v1/tracks/4k5WrrYVEj9Juq8zeAWkWJ,https://api.spotify.com/v1/audio-analysis/4k5WrrYVEj9Juq8zeAWkWJ,244845,4
40,0.524,0.503,6,-11.79,1,0.0245,0.184,0,0.264,0.436,89.497,audio_features,135ggzbjOogZ75IQ0LQi8r,spotify:track:135ggzbjOogZ75IQ0LQi8r,https://api.spotify.com/v1/tracks/135ggzbjOogZ75IQ0LQi8r,https://api.spotify.com/v1/audio-analysis/135ggzbjOogZ75IQ0LQi8r,447333,4
41,0.328,0.465,6,-9.81,1,0.0328,0.72,2.16E-06,0.175,0.344,148.912,audio_features,1NopgVCMVhCKIm64tF7auX,spotify:track:1NopgVCMVhCKIm64tF7auX,https://api.spotify.com/v1/tracks/1NopgVCMVhCKIm64tF7auX,https://api.spotify.com/v1/audio-analysis/1NopgVCMVhCKIm64tF7auX,278173,4
42,0.559,0.614,4,-11.547,0,0.0768,0.415,0,0.139,0.662,124.907,audio_features,5Ro6MdZGgce4PEuaFCJYPq,spotify:track:5Ro6MdZGgce4PEuaFCJYPq,https://api.spotify.com/v1/tracks/5Ro6MdZGgce4PEuaFCJYPq,https://api.spotify.com/v1/audio-analysis/5Ro6MdZGgce4PEuaFCJYPq,269733,4
43,0.412,0.768,11,-10.031,1,0.107,0.126,1.58E-06,0.12,0.59,110.305,audio_features,0yuLBf218jLdW37vm3jYDz,spotify:track:0yuLBf218jLdW37vm3jYDz,https://api.spotify.com/v1/tracks/0yuLBf218jLdW37vm3jYDz,https://api.spotify.com/v1/audio-analysis/0yuLBf218jLdW37vm3jYDz,251510,4
44,0.479,0.493,7,-11.694,1,0.0293,0.0263,3.76E-06,0.0718,0.438,144.546,audio_features,7uuirrtCr8O8fz7kQS6VUR,spotify:track:7uuirrtCr8O8fz7kQS6VUR,https://api.spotify.com/v1/tracks/7uuirrtCr8O8fz7kQS6VUR,https://api.spotify.com/v1/audio-analysis/7uuirrtCr8O8fz7kQS6VUR,325000,4
45,0.331,0.749,6,-12.076,1,0.0674,0.0638,4.89E-05,0.108,0.291,147.92,audio_features,0GGfPhGuWC2JGc7hlvjLXa,spotify:track:0GGfPhGuWC2JGc7hlvjLXa,https://api.spotify.com/v1/tracks/0GGfPhGuWC2JGc7hlvjLXa,https://api.spotify.com/v1/audio-analysis/0GGfPhGuWC2JGc7hlvjLXa,263000,4
46,0.583,0.704,1,-10.02,1,0.0335,0.0463,0.000143,0.152,0.964,127.118,audio_features,6q8Hzgy0AUALt14m5hUb1e,spotify:track:6q8Hzgy0AUALt14m5hUb1e,https://api.spotify.com/v1/tracks/6q8Hzgy0AUALt14m5hUb1e,https://api.spotify.com/v1/audio-analysis/6q8Hzgy0AUALt14m5hUb1e,189680,4
47,0.367,0.428,8,-12.259,0,0.0308,0.562,3.23E-06,0.229,0.538,170.722,audio_features,0I5Z0p0cLWdyJNC6sqMTwD,spotify:track:0I5Z0p0cLWdyJNC6sqMTwD,https://api.spotify.com/v1/tracks/0I5Z0p0cLWdyJNC6sqMTwD,https://api.spotify.com/v1/audio-analysis/0I5Z0p0cLWdyJNC6sqMTwD,326658,4
48,0.662,0.405,10,-17.227,1,0.0267,0.633,0,0.0938,0.919,90.585,audio_features,2A3CzmtFj1sK6W1qQtBz86,spotify:track:2A3CzmtFj1sK6W1qQtBz86,https://api.spotify.com/v1/tracks/2A3CzmtFj1sK6W1qQtBz86,https://api.spotify.com/v1/audio-analysis/2A3CzmtFj1sK6W1qQtBz86,249333,4
49,0.482,0.537,8,-13.679,1,0.0457,0.278,2.17E-06,0.117,0.597,144.218,audio_features,4iuAGPs5hlZqsKsS0ZnyWB,spotify:track:4iuAGPs5hlZqsKsS0ZnyWB,https://api.spotify.com/v1/tracks/4iuAGPs5hlZqsKsS0ZnyWB,https://api.spotify.com/v1/audio-analysis/4iuAGPs5hlZqsKsS0ZnyWB,254333,4
50,0.635,0.451,7,-7.406,1,0.0391,0.742,0,0.139,0.601,81.976,audio_features,47sq83n5WN22ZzYnGn8aTy,spotify:track:47sq83n5WN22ZzYnGn8aTy,https://api.spotify.com/v1/tracks/47sq83n5WN22ZzYnGn8aTy,https://api.spotify.com/v1/audio-analysis/47sq83n5WN22ZzYnGn8aTy,201951,4
51,0.519,0.246,5,-13.85,1,0.0396,0.774,2.35E-06,0.0946,0.108,90.121,audio_features,2jbf9EytR7fzpSrPWAYCf9,spotify:track:2jbf9EytR7fzpSrPWAYCf9,https://api.spotify.com/v1/tracks/2jbf9EytR7fzpSrPWAYCf9,https://api.spotify.com/v1/audio-analysis/2jbf9EytR7fzpSrPWAYCf9,312320,4
52,0.394,0.366,3,-10.855,1,0.031,0.799,1.05E-06,0.315,0.3,109.862,audio_features,5CUQnKjA6nlteCnxMKsjIu,spotify:track:5CUQnKjA6nlteCnxMKsjIu,https://api.spotify.com/v1/tracks/5CUQnKjA6nlteCnxMKsjIu,https://api.spotify.com/v1/audio-analysis/5CUQnKjA6nlteCnxMKsjIu,293727,4
53,0.565,0.519,1,-7.394,0,0.0473,0.712,0,0.274,0.38,170.048,audio_features,0vDzg5rADviX5YizHGo6UU,spotify:track:0vDzg5rADviX5YizHGo6UU,https://api.spotify.com/v1/tracks/0vDzg5rADviX5YizHGo6UU,https://api.spotify.com/v1/audio-analysis/0vDzg5rADviX5YizHGo6UU,179118,3
54,0.613,0.291,5,-12.113,1,0.0453,0.696,0,0.0823,0.264,119.334,audio_features,3XlzKAS2zostN3UiBJvLW6,spotify:track:3XlzKAS2zostN3UiBJvLW6,https://api.spotify.com/v1/tracks/3XlzKAS2zostN3UiBJvLW6,https://api.spotify.com/v1/audio-analysis/3XlzKAS2zostN3UiBJvLW6,209000,3
55,0.376,0.13,11,-12.697,1,0.0321,0.943,2.43E-06,0.0894,0.256,100.983,audio_features,4whLOE7hwNIAykoMcSZmvO,spotify:track:4whLOE7hwNIAykoMcSZmvO,https://api.spotify.com/v1/tracks/4whLOE7hwNIAykoMcSZmvO,https://api.spotify.com/v1/audio-analysis/4whLOE7hwNIAykoMcSZmvO,344800,4
56,0.55,0.461,1,-10.907,1,0.0457,0.763,0.00485,0.0682,0.17,137.893,audio_features,7oLe1cVRqLpoH2NozJ78mh,spotify:track:7oLe1cVRqLpoH2NozJ78mh,https://api.spotify.com/v1/tracks/7oLe1cVRqLpoH2NozJ78mh,https://api.spotify.com/v1/audio-analysis/7oLe1cVRqLpoH2NozJ78mh,246304,4
57,0.613,0.468,0,-10.994,1,0.0348,0.404,0,0.197,0.534,105.935,audio_features,6Cxj7ww8DDqkrFHT93So1p,spotify:track:6Cxj7ww8DDqkrFHT93So1p,https://api.spotify.com/v1/tracks/6Cxj7ww8DDqkrFHT93So1p,https://api.spotify.com/v1/audio-analysis/6Cxj7ww8DDqkrFHT93So1p,217075,4
58,0.479,0.463,5,-9.127,1,0.0318,0.773,0.000478,0.0942,0.359,73.816,audio_features,5Pgssd39LAfVsR9gvUVwU7,spotify:track:5Pgssd39LAfVsR9gvUVwU7,https://api.spotify.com/v1/tracks/5Pgssd39LAfVsR9gvUVwU7,https://api.spotify.com/v1/audio-analysis/5Pgssd39LAfVsR9gvUVwU7,258041,4
59,0.355,0.179,8,-12.709,1,0.0373,0.905,0.00261,0.109,0.228,84.287,audio_features,2f0T6IDfPT9sNJqqJxEOTR,spotify:track:2f0T6IDfPT9sNJqqJxEOTR,https://api.spotify.com/v1/tracks/2f0T6IDfPT9sNJqqJxEOTR,https://api.spotify.com/v1/audio-analysis/2f0T6IDfPT9sNJqqJxEOTR,309589,5
60,0.522,0.495,9,-8.209,1,0.0347,0.734,0,0.05,0.707,167.842,audio_features,7pa4kToAE3b6Gtk7fWrsLl,spotify:track:7pa4kToAE3b6Gtk7fWrsLl,https://api.spotify.com/v1/tracks/7pa4kToAE3b6Gtk7fWrsLl,https://api.spotify.com/v1/audio-analysis/7pa4kToAE3b6Gtk7fWrsLl,197193,3
61,0.682,0.471,8,-9.486,1,0.053,0.565,0.00277,0.0919,0.56,126.618,audio_features,4v2yxWNY3WCzB0YS9QJZP4,spotify:track:4v2yxWNY3WCzB0YS9QJZP4,https://api.spotify.com/v1/tracks/4v2yxWNY3WCzB0YS9QJZP4,https://api.spotify.com/v1/audio-analysis/4v2yxWNY3WCzB0YS9QJZP4,249185,5
62,0.313,0.237,9,-14.537,1,0.0451,0.855,0.000382,0.0961,0.166,80.325,audio_features,3Hsjzl5kBbCAMaJxg1OTwK,spotify:track:3Hsjzl5kBbCAMaJxg1OTwK,https://api.spotify.com/v1/tracks/3Hsjzl5kBbCAMaJxg1OTwK,https://api.spotify.com/v1/audio-analysis/3Hsjzl5kBbCAMaJxg1OTwK,336369,4
63,0.607,0.522,9,-7.543,1,0.0587,0.7,0,0.196,0.665,138.308,audio_features,6n5ejwYGkCRimsj1anvShG,spotify:track:6n5ejwYGkCRimsj1anvShG,https://api.spotify.com/v1/tracks/6n5ejwYGkCRimsj1anvShG,https://api.spotify.com/v1/audio-analysis/6n5ejwYGkCRimsj1anvShG,338559,4
64,0.744,0.439,11,-9.651,0,0.0802,0.425,0,0.0826,0.237,97.043,audio_features,2K1szp84i6jZJFAJ0OgPOz,spotify:track:2K1szp84i6jZJFAJ0OgPOz,https://api.spotify.com/v1/tracks/2K1szp84i6jZJFAJ0OgPOz,https://api.spotify.com/v1/audio-analysis/2K1szp84i6jZJFAJ0OgPOz,302804,4
65,0.641,0.381,7,-12.189,1,0.0431,0.809,0,0.201,0.536,91.052,audio_features,42pSuQfjbOQ63EoBjEjWQQ,spotify:track:42pSuQfjbOQ63EoBjEjWQQ,https://api.spotify.com/v1/tracks/42pSuQfjbOQ63EoBjEjWQQ,https://api.spotify.com/v1/audio-analysis/42pSuQfjbOQ63EoBjEjWQQ,271124,4
66,0.415,0.211,10,-15.186,1,0.0414,0.809,1.46E-06,0.0691,0.286,135.071,audio_features,6nI9M3xOomGiV4aq2g79di,spotify:track:6nI9M3xOomGiV4aq2g79di,https://api.spotify.com/v1/tracks/6nI9M3xOomGiV4aq2g79di,https://api.spotify.com/v1/audio-analysis/6nI9M3xOomGiV4aq2g79di,290023,4
67,0.683,0.328,4,-10.991,1,0.0404,0.595,2.59E-05,0.301,0.331,108.009,audio_features,7BhF9xhWRZBz1uRvZstsr0,spotify:track:7BhF9xhWRZBz1uRvZstsr0,https://api.spotify.com/v1/tracks/7BhF9xhWRZBz1uRvZstsr0,https://api.spotify.com/v1/audio-analysis/7BhF9xhWRZBz1uRvZstsr0,248027,4
68,0.549,0.554,1,-6.637,1,0.0454,0.846,3.17E-05,0.094,0.687,127.935,audio_features,00QxPiv5tWA0DivDF4bFzR,spotify:track:00QxPiv5tWA0DivDF4bFzR,https://api.spotify.com/v1/tracks/00QxPiv5tWA0DivDF4bFzR,https://api.spotify.com/v1/audio-analysis/00QxPiv5tWA0DivDF4bFzR,287090,5
69,0.608,0.695,10,-5.307,0,0.0333,0.038,0,0.0939,0.203,83.965,audio_features,0uemlnPoeZOYIDaMFZ7lvi,spotify:track:0uemlnPoeZOYIDaMFZ7lvi,https://api.spotify.com/v1/tracks/0uemlnPoeZOYIDaMFZ7lvi,https://api.spotify.com/v1/audio-analysis/0uemlnPoeZOYIDaMFZ7lvi,260000,4
70,0.375,0.457,3,-7.018,1,0.0315,0.868,0.0145,0.191,0.415,174.839,audio_features,5xes4vXHGTX4WFdX7A07Ka,spotify:track:5xes4vXHGTX4WFdX7A07Ka,https://api.spotify.com/v1/tracks/5xes4vXHGTX4WFdX7A07Ka,https://api.spotify.com/v1/audio-analysis/5xes4vXHGTX4WFdX7A07Ka,254400,3
71,0.627,0.363,8,-8.127,1,0.0291,0.279,0,0.0928,0.301,99.905,audio_features,4mzP5mHkRvGxdhdGdAH7EJ,spotify:track:4mzP5mHkRvGxdhdGdAH7EJ,https://api.spotify.com/v1/tracks/4mzP5mHkRvGxdhdGdAH7EJ,https://api.spotify.com/v1/audio-analysis/4mzP5mHkRvGxdhdGdAH7EJ,244800,4
72,0.642,0.374,5,-10.606,1,0.032,0.423,1.54E-06,0.435,0.0979,129.863,audio_features,55RMhrPQYA6vLu5YMgXxFD,spotify:track:55RMhrPQYA6vLu5YMgXxFD,https://api.spotify.com/v1/tracks/55RMhrPQYA6vLu5YMgXxFD,https://api.spotify.com/v1/audio-analysis/55RMhrPQYA6vLu5YMgXxFD,221538,4
73,0.62,0.668,9,-5.719,1,0.0305,0.088,0,0.362,0.183,118.013,audio_features,63bmIgH9sS6sX5Sc7MetGq,spotify:track:63bmIgH9sS6sX5Sc7MetGq,https://api.spotify.com/v1/tracks/63bmIgH9sS6sX5Sc7MetGq,https://api.spotify.com/v1/audio-analysis/63bmIgH9sS6sX5Sc7MetGq,244068,4
74,0.62,0.547,1,-6.772,1,0.0248,0.112,0,0.19,0.208,98.032,audio_features,1dcNEEtODRVZEevQ20Cgmy,spotify:track:1dcNEEtODRVZEevQ20Cgmy,https://api.spotify.com/v1/tracks/1dcNEEtODRVZEevQ20Cgmy,https://api.spotify.com/v1/audio-analysis/1dcNEEtODRVZEevQ20Cgmy,210355,4
